Nr.;BLZ;Institut;Ort;RZ;Organisation;HBCI-Zugang DNS;HBCI- Zugang     IP-Adresse;HBCI-Version;DDV;RDH-1;RDH-2;RDH-3;RDH-4;RDH-5;RDH-6;RDH-7;RDH-8;RDH-9;RDH-10;PIN/TAN-Zugang URL;Version;Datum letzte Änderung;;;;;
1177;40080040;Dresdner Bank;Bocholt;eigenes Rechenzentrum;BdB;hbci.dresdner-bank.de;193.194.7.124;3.0;;ja;ja;;;ja;;;;;;https://hbci.dresdner-bank.de;FinTS V3.0;26.09.2008;;;;;
1178;40080040;Dresdner Bank;Emsdetten;eigenes Rechenzentrum;BdB;hbci.dresdner-bank.de;193.194.7.124;3.0;;ja;ja;;;ja;;;;;;https://hbci.dresdner-bank.de;FinTS V3.0;26.09.2008;;;;;
1179;40080040;Dresdner Bank;Gronau;eigenes Rechenzentrum;BdB;hbci.dresdner-bank.de;193.194.7.124;3.0;;ja;ja;;;ja;;;;;;https://hbci.dresdner-bank.de;FinTS V3.0;26.09.2008;;;;;
1180;40080040;Dresdner Bank;Münster;eigenes Rechenzentrum;BdB;hbci.dresdner-bank.de;193.194.7.124;3.0;;ja;ja;;;ja;;;;;;https://hbci.dresdner-bank.de;FinTS V3.0;26.09.2008;;;;;
1181;40080040;Dresdner Bank;Warendorf;eigenes Rechenzentrum;BdB;hbci.dresdner-bank.de;193.194.7.124;3.0;;ja;ja;;;ja;;;;;;https://hbci.dresdner-bank.de;FinTS V3.0;26.09.2008;;;;;
1182;40080040;Dresdner Bank;Rheine;eigenes Rechenzentrum;BdB;hbci.dresdner-bank.de;193.194.7.124;3.0;;ja;ja;;;ja;;;;;;https://hbci.dresdner-bank.de;FinTS V3.0;26.09.2008;;;;;
1183;40153768;Sparkasse Emsdetten-Ochtrup;Emsdetten-Ochtrup;Finanz Informatik GmbH & Co. KG (Westfalen);DSGV;w067.s-hbci.de;195.140.117.238;2.2;ja;;;;;;;;;;;https://hbci-pintan-wf.s-hbci.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;;;;;;
1184;40154006;Stadtsparkasse Gronau;Gronau ;Finanz Informatik GmbH & Co. KG (Westfalen);DSGV;w007.s-hbci.de;195.140.117.238 ;2.2 ;ja;;;;;;;;;;;https://hbci-pintan-wf.s-hbci.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;;;;;;
1185;40154476;Stadtsparkasse Lengerich;Lengerich;Finanz Informatik GmbH & Co. KG (Westfalen);DSGV;w003.s-hbci.de;195.140.117.238 ;2.2 ;ja;;;;;;;;;;;https://hbci-pintan-wf.s-hbci.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;;;;;;
1186;40154530;Sparkasse Coesfeld;Coesfeld;Finanz Informatik GmbH & Co. KG (Westfalen);DSGV;w014.s-hbci.de;195.140.117.238;2.2;ja;;;;;;;;;;;https://hbci-pintan-wf.s-hbci.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;;;;;;
1187;40154702;Stadtsparkasse Stadtlohn;Stadtlohn;Finanz Informatik GmbH & Co. KG (Westfalen);DSGV;w016.s-hbci.de;195.140.117.238;2.2;ja;;;;;;;;;;;https://hbci-pintan-wf.s-hbci.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;;;;;;
1188;40154870;Sparkasse Vreden;Vreden;Finanz Informatik GmbH & Co. KG (Westfalen);DSGV;w099.s-hbci.de;195.140.117.238 ;2.2 ;ja;;;;;;;;;;;https://hbci-pintan-wf.s-hbci.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;;;;;;
1189;40160050;Volksbank Münster eG;Münster;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
1190;40163720;VB Nordmünsterland Mitte eG;Nordmünsterland;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
1191;40164024;Volksbank Gronau-Ahaus eG;Gronau-Ahaus;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
1192;40164256;VB Laer-Horstmar-Leer eG;Laer-Horstmar-Leer;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
1193;40164352;Volksbank Nottuln eG;Nottuln;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
1194;40164352;Volksbank Nottuln eG;Nottuln;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;16.03.2009;;;;;
1195;40164528;Volksbank Lüdinghausen-Olfen;Lüdinghausen-Olfen;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
1196;40164618;Volksbank Ochtrup eG;Ochtrup;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
1197;40164901;Spadaka Gescher eG;Gescher;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
1198;40165366;Volksbank Selm-Bork eG.;Selm-Bork;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
1199;40340030;Commerzbank;Rheine;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;;ja;;ja;;;;;;;;;;;;;
1200;40340030;Commerzbank;Ibbenbüren;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;;ja;;ja;;;;;;;;;;;;;
1201;40350005;Stadtsparkasse Rheine;Rheine;Finanz Informatik GmbH & Co. KG (Westfalen);DSGV;w004.s-hbci.de;195.140.117.238 ;2.2 ;ja;;;;;;;;;;;https://hbci-pintan-wf.s-hbci.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;;;;;;
1202;40351060;Kreissparkasse Steinfurt;Steinfurt;Finanz Informatik GmbH & Co. KG (Westfalen);DSGV;w002.s-hbci.de;195.140.117.238;2.2;ja;;;;;;;;;;;https://hbci-pintan-wf.s-hbci.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;;;;;;
1203;40361627;VB Westerkappeln-Wersen eG.;Westerkappeln-Wersen;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
1204;40361906;Ibbenbürener Volksbank eG;Ibbenbüren;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
1205;40363433;Volksbank Hörstel eG;Hörstel;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
1206;40370024;Deutsche Bank Privat und Geschäftskunden AG;Ahaus;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1207;40370024;Deutsche Bank Privat und Geschäftskunden AG;Emsdetten;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1208;40370024;Deutsche Bank Privat und Geschäftskunden AG;Gronau (Westf.);eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1209;40370024;Deutsche Bank Privat und Geschäftskunden AG;Ibbenbüren;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1210;40370024;Deutsche Bank Privat und Geschäftskunden AG;Rheine;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1211;40370024;Deutsche Bank Privat und Geschäftskunden AG;Stadtlohn;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1212;40370024;Deutsche Bank Privat und Geschäftskunden AG;Vreden;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1213;40370079;Deutsche Bank AG;Emsdetten;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1214;40370079;Deutsche Bank AG;Ahaus;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1215;40370079;Deutsche Bank AG;Gronau (Westf.);eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1216;40370079;Deutsche Bank AG;Vreden;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1217;40370079;Deutsche Bank AG;Stadtlohn;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1218;40370079;Deutsche Bank AG;Rheine;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1219;40370079;Deutsche Bank AG;Ibbenbüren;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1220;41040018;Commerzbank;Ahlen;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;;ja;;ja;;;;;;;;;;;;;
1221;41040018;Commerzbank;Hamm;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;;ja;;ja;;;;;;;;;;;;;
1222;41050095;Sparkasse Hamm;Hamm;Finanz Informatik GmbH & Co. KG (Westfalen);DSGV;w064.s-hbci.de;195.140.117.238;2.2;ja;;;;;;;;;;;https://hbci-pintan-wf.s-hbci.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;;;;;;
1223;41051605;Stadtsparkasse Werne;Werne;Finanz Informatik GmbH & Co. KG (Westfalen);DSGV;w015.s-hbci.de;195.140.117.238 ;2.2 ;ja;;;;;;;;;;;https://hbci-pintan-wf.s-hbci.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;;;;;;
1224;41051845;Sparkasse Bergkamen-Bönen;Ibbenbüren;Finanz Informatik GmbH & Co. KG (Westfalen);DSGV;w056.s-hbci.de;195.140.117.238;2.2;ja;;;;;;;;;;;https://hbci-pintan-wf.s-hbci.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;;;;;;
1225;41060120;Volksbank Hamm eG.;Hamm;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
1226;41061011;Spadaka Bockum-Hövel eG.;Bockum-Hövel;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
1227;41061903;BAG Bankaktiengesellsch. Hamm;Hamm;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
1228;41062215;Volksbank Bönen eG;Bönen;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
1229;41070024;Deutsche Bank Privat und Geschäftskunden AG;Ahlen, Westf;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1230;41070024;Deutsche Bank Privat und Geschäftskunden AG;Hamm, Westf;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1231;41070049;Deutsche Bank AG;Ahlen, Westf;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1232;41070049;Deutsche Bank AG;Hamm, Westf;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1233;41250035;Sparkasse Beckum-Wadersloh;Beckum-Wadersloh;Finanz Informatik GmbH & Co. KG (Westfalen);DSGV;w121.s-hbci.de;195.140.117.238;2.2;ja;;;;;;;;;;;https://hbci-pintan-wf.s-hbci.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;;;;;;
1234;41260006;Volksbank Beckum eG.;Beckum;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
1235;41261324;VB Enniger-Ostenf.-Westkirchen;Enniger;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
1236;41261419;VB Oelde-Ennigerloh-Neubeckum eG;Oelde;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
1237;41262501;VB Ahlen-Sassenberg-Warendorf eG;Ahlen;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
1238;41262621;Volksbank 2000 eG.;Warendorf;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
1239;41280043;Dresdner Bank;Beckum;eigenes Rechenzentrum;BdB;hbci.dresdner-bank.de;193.194.7.124;3.0;;ja;ja;;;ja;;;;;;https://hbci.dresdner-bank.de;FinTS V3.0;26.09.2008;;;;;
1240;41280043;Dresdner Bank;Ahlen;eigenes Rechenzentrum;BdB;hbci.dresdner-bank.de;193.194.7.124;3.0;;ja;ja;;;ja;;;;;;https://hbci.dresdner-bank.de;FinTS V3.0;26.09.2008;;;;;
1241;41280043;Dresdner Bank;Lippstadt;eigenes Rechenzentrum;BdB;hbci.dresdner-bank.de;193.194.7.124;3.0;;ja;ja;;;ja;;;;;;https://hbci.dresdner-bank.de;FinTS V3.0;26.09.2008;;;;;
1242;41280043;Dresdner Bank;Oelde;eigenes Rechenzentrum;BdB;hbci.dresdner-bank.de;193.194.7.124;3.0;;ja;ja;;;ja;;;;;;https://hbci.dresdner-bank.de;FinTS V3.0;26.09.2008;;;;;
1243;41440018;Commerzbank;Soest;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;;ja;;ja;;;;;;;;;;;;;
1244;41450075;Sparkasse Soest;Soest;Finanz Informatik GmbH & Co. KG (Westfalen);DSGV;w022.s-hbci.de;195.140.117.238;2.2;ja;;;;;;;;;;;https://hbci-pintan-wf.s-hbci.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;;;;;;
1245;41451750;Sparkasse Werl;Werl;Finanz Informatik GmbH & Co. KG (Westfalen);DSGV;w020.s-hbci.de;195.140.117.238;2.2;ja;;;;;;;;;;;https://hbci-pintan-wf.s-hbci.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;;;;;;
1246;41460116;Volksbank Hellweg eG.;Hellweg;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
1247;41462295;Volksbank Wickede (Ruhr) eG;Wickede;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
1248;41650001;Stadtsparkasse Lippstadt;Lippstadt;Finanz Informatik GmbH & Co. KG (Westfalen);DSGV;w083.s-hbci.de;195.140.117.238;2.2;ja;;;;;;;;;;;https://hbci-pintan-wf.s-hbci.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;;;;;;
1249;41651770;Sparkasse Hochsauerland Brilon;Brilon;Finanz Informatik GmbH & Co. KG (Westfalen);DSGV;w033.s-hbci.de;195.140.117.238 ;2.2 ;ja;;;;;;;;;;;https://hbci-pintan-wf.s-hbci.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;;;;;;
1250;41651815;Sparkasse Erwitte-Anröchte;Erwitte-Anröchte;Finanz Informatik GmbH & Co. KG (Westfalen);DSGV;w084.s-hbci.de;195.140.117.238 ;2.2 ;ja;;;;;;;;;;;https://hbci-pintan-wf.s-hbci.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;;;;;;
1251;41651965;Sparkasse Geseke Westf;Geseke;Finanz Informatik GmbH & Co. KG (Westfalen);DSGV;w085.s-hbci.de;195.140.117.238;2.2;ja;;;;;;;;;;;https://hbci-pintan-wf.s-hbci.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;;;;;;
1252;41652560;Sparkasse Warstein-Rüthen;Warstein-Rüthen;Finanz Informatik GmbH & Co. KG (Westfalen);DSGV;w052.s-hbci.de;195.140.117.238 ;2.2 ;ja;;;;;;;;;;;https://hbci-pintan-wf.s-hbci.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;;;;;;
1253;41660124;Volksbank Lippstadt eG;Lippstadt;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
1254;41661206;Volksbank Anröchte eG;Anröchte;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
1255;41661504;Volksbank Benninghausen eG;Benninghausen;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
1256;41661719;Volksbank Brilon eG.;Brilon;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
1257;41662465;Volksbank Störmede eG;Störmede;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
1258;41663335;Volksbank Hörste eG;Hörste;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
1259;41670024;Deutsche Bank Privat und Geschäftskunden AG;Brilon;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1260;41670024;Deutsche Bank Privat und Geschäftskunden AG;Lippstadt;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1261;41670024;Deutsche Bank Privat und Geschäftskunden AG;Soest, Westf;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1262;41670024;Deutsche Bank Privat und Geschäftskunden AG;Werl;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1263;41670027;Deutsche Bank AG;Lippstadt;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1264;41670028;Deutsche Bank AG;Brilon;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1265;41670029;Deutsche Bank AG;Soest, Westf;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1266;41670030;Deutsche Bank AG;Werl;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1267;42010111;SEB AG;Gelsenkirchen;eigenes Rechenzentrum;BdB;;193.243.184.115;2.0.1;;ja;;;;;;;;;;;;19.09.2005;;;;;
1268;42040040;Commerzbank;Gelsenkirchen;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;;ja;;ja;;;;;;;;;;;;;
1269;42050001;Sparkasse Gelsenkirchen;Gelsenkirchen;Finanz Informatik GmbH & Co. KG (Westfalen);DSGV;w050.s-hbci.de;195.140.117.238 ;2.2 ;ja;;;;;;;;;;;https://hbci-pintan-wf.s-hbci.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;;;;;;
1270;42070024;Deutsche Bank Privat und Geschäftskunden AG;Bottrop;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1271;42070024;Deutsche Bank Privat und Geschäftskunden AG;Datteln;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1272;42070024;Deutsche Bank Privat und Geschäftskunden AG;Dorsten;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1273;42070024;Deutsche Bank Privat und Geschäftskunden AG;Gelsenkirchen;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1274;42070024;Deutsche Bank Privat und Geschäftskunden AG;Gladbeck;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1275;42070024;Deutsche Bank Privat und Geschäftskunden AG;Herten, Westf;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1276;42070024;Deutsche Bank Privat und Geschäftskunden AG;Marl, Westf;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1277;42070024;Deutsche Bank Privat und Geschäftskunden AG;Recklinghausen, Westf;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1278;42070062;Deutsche Bank AG;Gladbeck;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1279;42070062;Deutsche Bank AG;Gelsenkirchen;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1280;42070062;Deutsche Bank AG;Bottrop;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1281;42070062;Deutsche Bank AG;Dorsten;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1282;42070062;Deutsche Bank AG;Datteln;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1283;42070062;Deutsche Bank AG;Marl, Westf;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1284;42070062;Deutsche Bank AG;Herten, Westf;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1285;42070062;Deutsche Bank AG;Recklinghausen, Westf;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
